URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://example.org/ValueSet/moped-AbrechnungsRelevanz-valueset,0.1.0,draft,,AbrechnungsRelevanz,Abrechnungsrelevanz der medizinischen Leistung,"Abrechnungsrelevanz der medizinischen Leistung","StructureDefinition/moped-ext-AbrechnungsRelevanz","Other"
http://example.org/ValueSet/moped-Anwesenheitsart-valueset,0.1.0,draft,,Anwesenheitsart,Anwesenheitsart,"ValueSet für die Anwesenheitsart","StructureDefinition/MopedTransferEncounter","Other"
http://example.org/ValueSet/moped-Fondsrelevanz-valueset,0.1.0,draft,,Fondsrelevanz,Fondsrelevanz,"ValueSet für die Fondsrelevanz","StructureDefinition/moped-ext-fondsrelevanz","Other"
http://example.org/ValueSet/moped-KostenmeldungARK-valueset,0.1.0,draft,,KostenmeldungARK,Kostenmeldung für (A/R/K),"ValueSet für die Art der Kostenmeldung","StructureDefinition/moped-ext-KonstenmeldungARK","Other"
http://example.org/ValueSet/moped-LKFAbrechnungsGruppe-valueset,0.1.0,draft,,LKFAbrechnungsGruppe,LKF Abrechnungsgruppe,"LKF Abrechnungsgruppe","StructureDefinition/MopedLKFRequest,StructureDefinition/MopedLKFResponse","Other"
http://example.org/ValueSet/moped-LKFAbrechnungsKnoten-valueset,0.1.0,draft,,LKFAbrechnungsKnoten,LKF Abrechnungsknoten,"LKF Abrechnungsknoten","StructureDefinition/moped-ext-diagnoseKnoten","Other"
http://example.org/ValueSet/moped-LKFHauptdiagnosegruppen-valueset,0.1.0,draft,,LKFHauptdiagnosegruppen,LKF Hauptdiagnosegruppen,"LKF Hauptdiagnosegruppen","StructureDefinition/MopedCondition","Other"
http://example.org/ValueSet/moped-LKFmedizinischeEinzelleistungen-valueset,0.1.0,draft,,LKFmedizinischeEinzelleistungen,LKF medizinische Einzelleistungen (MEL),"","StructureDefinition/MopedProcedure","Other"
http://example.org/ValueSet/moped-Sonderklasse-valueset,0.1.0,draft,,SonderklasseVS,Sonderklasse ValueSet,"ValueSet für die Klasse (KaOrg)","StructureDefinition/moped-ext-sonderklasse,OperationDefinition/MOPED.VAERequest.Anfragen","Other"
http://example.org/ValueSet/moped-VAEStatus-valueset,0.1.0,draft,,VAEStatus,Status der Versichertenanspruchserklärung,"Status der Versichertenanspruchserklärung","StructureDefinition/MopedVAEResponse","Other"
http://example.org/ValueSet/moped-VerdachtArbeitsSchuelerunfall-valueset,0.1.0,draft,,VerdachtArbeitsSchuelerunfallVS,Verdacht auf Arbeits- oder Schuelerunfall ValueSet,"ValueSet für den Verdacht auf einen Arbeits- oder Schuelerunfall","StructureDefinition/moped-ext-VerdachtArbeitsSchuelerunfall,OperationDefinition/MOPED.VAERequest.Anfragen","Other"
http://example.org/ValueSet/moped-VerpflegskostenBeitragsbefreiung-valueset,0.1.0,draft,,VerpflegskostenBeitragsbefreiung,Befreiung für den Verpflegskostenbeitrag,"Befreiung für den Verpflegskostenbeitrag","StructureDefinition/moped-ext-verpflegskostenBeitragsbefreiung","Other"
